time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,,ground truth
81.699,0.0866,-0.2711,-1.0534,-0.4881,0.8467,-0.0889,0.199,-0.0501,0.0517,,
81.714,0.0866,-0.2711,-1.0534,-0.4881,0.8467,-0.0889,0.199,-0.0501,0.0517,,
81.719,0.0923,-0.3245,-0.9641,-0.4881,0.8467,-0.0889,0.199,-0.0501,0.0517,,
81.74,0.0374,-0.291,-1.0045,-0.4881,0.8467,-0.0889,0.199,-0.0501,0.0517,,
81.761,-0.031,-0.2371,-1.0843,-0.4881,0.8467,-0.0889,0.199,-0.0501,0.0517,,
81.779,0.0014,-0.2366,-1.0634,-0.4881,0.8467,-0.0889,0.199,-0.0501,0.0517,,
81.779,0.0014,-0.2366,-1.0634,-0.4881,0.8467,-0.0889,0.3298,-0.1001,-0.0497,,
81.78,0.0014,-0.2366,-1.0634,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.798,0.0524,-0.2818,-0.9922,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.818,0.103,-0.3105,-1.032,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.825,0.103,-0.3105,-1.032,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.842,0.0866,-0.2612,-1.1406,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.859,0.0693,-0.241,-1.0681,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.878,0.0581,-0.2442,-0.9459,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.898,0.0292,-0.2225,-0.9014,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.916,0.0292,-0.2225,-0.9014,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.918,0.0588,-0.2134,-0.8878,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.938,0.083,-0.2338,-0.8768,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.958,0.0659,-0.2282,-0.9526,-0.1838,0.3946,-0.074,0.3298,-0.1001,-0.0497,,
81.978,0.0659,-0.2282,-0.9526,-0.5009,-0.9347,0.0378,0.3298,-0.1001,-0.0497,,
81.979,0.023,-0.1655,-1.118,-0.5009,-0.9347,0.0378,0.3298,-0.1001,-0.0497,,
81.979,0.023,-0.1655,-1.118,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
81.997,-0.0137,-0.1335,-1.1661,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.017,0.0532,-0.1784,-1.149,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.037,0.15,-0.2226,-1.0979,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.057,0.2186,-0.2827,-1.0129,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.062,0.2186,-0.2827,-1.0129,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.077,0.1674,-0.2154,-1.0984,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.097,0.0182,-0.1175,-1.0301,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.117,-0.0256,-0.1963,-0.6994,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.117,-0.0256,-0.1963,-0.6994,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.137,-0.0503,-0.2546,-0.6926,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.156,-0.0513,-0.1707,-1.0686,-0.5009,-0.9347,0.0378,0.1047,-0.046,-0.0663,,
82.177,-0.0513,-0.1707,-1.0686,-0.4917,-0.5165,0.034,0.1047,-0.046,-0.0663,,
82.177,0.028,-0.128,-1.2779,-0.4917,-0.5165,0.034,0.1047,-0.046,-0.0663,,
82.177,0.028,-0.128,-1.2779,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.196,0.2055,-0.2572,-1.1367,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.216,0.2407,-0.2638,-1.0144,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.228,0.2407,-0.2638,-1.0144,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.237,0.0967,-0.1544,-0.9349,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.257,-0.0663,-0.132,-0.709,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.277,-0.0817,-0.1835,-0.6397,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.297,-0.0078,-0.166,-0.9566,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.317,0.0931,-0.1715,-1.3275,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.318,0.0931,-0.1715,-1.3275,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.336,0.1938,-0.1729,-1.5997,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.356,0.2263,-0.1996,-1.3201,-0.4917,-0.5165,0.034,-0.0681,0.0085,-0.0403,,
82.377,0.2263,-0.1996,-1.3201,-0.1176,-0.6997,0.135,-0.0681,0.0085,-0.0403,,
82.377,0.0843,-0.1605,-0.9748,-0.1176,-0.6997,0.135,-0.0681,0.0085,-0.0403,,
82.377,0.0843,-0.1605,-0.9748,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.395,-0.0946,-0.1234,-0.7218,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.415,-0.1075,-0.1514,-0.5491,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.429,-0.1075,-0.1514,-0.5491,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.436,0.0293,-0.2117,-0.6869,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.455,0.1614,-0.2242,-1.0838,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.475,0.2159,-0.153,-1.5888,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.496,0.1944,-0.0886,-1.6136,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.515,0.021,-0.0605,-1.24,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.519,0.021,-0.0605,-1.24,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.535,-0.0038,-0.1713,-0.731,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.554,0.0025,-0.1987,-0.646,-0.1176,-0.6997,0.135,-0.1272,0.0213,0.1071,,
82.575,0.0025,-0.1987,-0.646,-0.8302,-0.4317,0.5036,-0.1272,0.0213,0.1071,,
82.575,-0.0306,-0.1739,-0.8556,-0.8302,-0.4317,0.5036,-0.1272,0.0213,0.1071,,
82.576,-0.0306,-0.1739,-0.8556,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.594,0.0357,-0.1813,-1.0655,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.614,0.1431,-0.2432,-1.0551,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.634,0.1464,-0.2531,-1.0071,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.654,0.0325,-0.196,-1.0052,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.674,-0.0316,-0.1932,-0.9294,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.694,-0.0034,-0.2493,-0.8618,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.713,0.1365,-0.3221,-0.9278,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.721,0.1365,-0.3221,-0.9278,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.734,0.1919,-0.3287,-1.1078,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.753,0.0623,-0.2545,-1.2013,-0.8302,-0.4317,0.5036,-0.1235,0.1065,0.0417,,
82.774,0.0623,-0.2545,-1.2013,-0.1559,-0.0142,-0.3404,-0.1235,0.1065,0.0417,,
82.774,-0.0251,-0.2655,-1.0582,-0.1559,-0.0142,-0.3404,-0.1235,0.1065,0.0417,,
82.774,-0.0251,-0.2655,-1.0582,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.793,0.0005,-0.3504,-0.9446,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.813,0.0479,-0.3908,-0.9819,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.832,0.0479,-0.3908,-0.9819,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.832,0.134,-0.4059,-1.143,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.853,0.1324,-0.346,-1.2486,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.872,0.1244,-0.3809,-1.008,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.893,0.0943,-0.3725,-0.8715,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.912,0.0504,-0.3432,-0.821,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.922,0.0504,-0.3432,-0.821,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.934,-0.0014,-0.2789,-0.8409,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.952,0.0118,-0.2263,-0.9972,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.972,0.0355,-0.2464,-1.0245,-0.1559,-0.0142,-0.3404,0.254,-0.1219,-0.0011,,
82.973,0.0355,-0.2464,-1.0245,-0.1559,-0.0142,-0.3404,0.1509,0.0594,-0.0324,,
82.973,0.0355,-0.2464,-1.0245,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
82.992,0.1235,-0.3363,-1.0365,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.012,0.2515,-0.3781,-1.1458,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.032,0.1949,-0.303,-1.181,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.032,0.1949,-0.303,-1.181,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.052,0.0242,-0.2382,-0.9903,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.071,-0.0336,-0.2391,-0.8351,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.091,0.0102,-0.2212,-0.9106,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.111,0.0923,-0.2751,-0.9428,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.124,0.0923,-0.2751,-0.9428,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.131,0.1875,-0.3148,-1.1503,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.151,0.1234,-0.2283,-1.3019,-0.4677,-0.7564,0.1178,0.1509,0.0594,-0.0324,,
83.171,0.1234,-0.2283,-1.3019,-0.1045,-1.3875,0.0412,0.1509,0.0594,-0.0324,,
83.172,0.0495,-0.2498,-0.9189,-0.1045,-1.3875,0.0412,0.1509,0.0594,-0.0324,,
83.172,0.0495,-0.2498,-0.9189,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.191,0.0312,-0.3327,-0.5894,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.211,0.0214,-0.3009,-0.7311,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.23,0.0296,-0.2297,-1.0126,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.235,0.0296,-0.2297,-1.0126,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.25,0.0143,-0.1896,-1.1919,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.27,0.114,-0.2217,-1.1723,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.29,0.2493,-0.2504,-1.1326,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.31,0.179,-0.1676,-1.1643,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.325,0.179,-0.1676,-1.1643,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.33,-0.0453,-0.0932,-1.0727,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.35,-0.1125,-0.1205,-0.879,-0.1045,-1.3875,0.0412,-0.099,0.0096,-0.0361,,
83.37,-0.1125,-0.1205,-0.879,-0.2574,-1.117,0.6535,-0.099,0.0096,-0.0361,,
83.37,0.0002,-0.2127,-0.6976,-0.2574,-1.117,0.6535,-0.099,0.0096,-0.0361,,
83.371,0.0002,-0.2127,-0.6976,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.389,0.0849,-0.2285,-1.1017,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.41,0.1026,-0.1949,-1.4409,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.429,0.1708,-0.2609,-1.278,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.437,0.1708,-0.2609,-1.278,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.449,0.1039,-0.2463,-1.1291,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.469,0.1052,-0.2672,-0.858,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.489,0.0752,-0.2751,-0.7166,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.509,-0.0301,-0.2127,-0.8717,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.527,-0.0301,-0.2127,-0.8717,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.528,-0.0073,-0.1437,-1.1444,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.548,0.0727,-0.1395,-1.1789,-0.2574,-1.117,0.6535,-0.1891,-0.0511,-0.0542,,
83.569,0.0727,-0.1395,-1.1789,-0.2623,-0.4733,-0.5752,-0.1891,-0.0511,-0.0542,,
83.569,0.1864,-0.1954,-1.0785,-0.2623,-0.4733,-0.5752,-0.1891,-0.0511,-0.0542,,
83.569,0.1864,-0.1954,-1.0785,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.588,0.2898,-0.1903,-1.1889,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.608,0.2326,-0.1307,-1.1609,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.628,0.0802,-0.1277,-0.933,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.648,-0.0433,-0.1353,-0.7813,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.668,0.0043,-0.2002,-0.6924,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.674,0.0043,-0.2002,-0.6924,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.687,0.1251,-0.241,-0.8243,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.707,0.1219,-0.2044,-1.0901,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.728,0.0946,-0.2148,-1.0786,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.728,0.0946,-0.2148,-1.0786,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.747,0.0899,-0.2463,-0.8644,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.767,0.0601,-0.2588,-0.6917,-0.2623,-0.4733,-0.5752,-0.0841,-0.026,0.0449,,
83.768,0.0601,-0.2588,-0.6917,-0.2623,-0.4733,-0.5752,0.1057,0.1189,0.0174,,
83.768,0.0601,-0.2588,-0.6917,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.787,0.0052,-0.2748,-0.6014,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.807,-0.0349,-0.2761,-0.6868,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.827,-0.0786,-0.2194,-0.9356,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.847,-0.0336,-0.248,-1.0076,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.867,0.1298,-0.3085,-1.0856,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.887,0.2522,-0.3072,-1.2576,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.906,0.2867,-0.2607,-1.3801,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.926,0.1998,-0.2234,-1.2228,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.929,0.1998,-0.2234,-1.2228,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.946,0.1164,-0.2256,-0.9891,0.0726,-0.3885,-0.3558,0.1057,0.1189,0.0174,,
83.967,0.1164,-0.2256,-0.9891,-0.4354,-0.392,1.8603,0.1057,0.1189,0.0174,,
83.967,0.0772,-0.2127,-0.8938,-0.4354,-0.392,1.8603,0.1057,0.1189,0.0174,,
83.967,0.0772,-0.2127,-0.8938,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
83.986,0.0333,-0.1725,-0.9937,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.006,0.0149,-0.1449,-1.1378,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.025,0.1019,-0.2129,-1.0194,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.04,0.1019,-0.2129,-1.0194,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.045,0.1146,-0.2484,-1.0217,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.065,0.0887,-0.195,-1.226,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.085,0.0429,-0.1804,-1.2065,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.105,0.0901,-0.2473,-1.0429,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.125,0.1334,-0.286,-0.9835,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.131,0.1334,-0.286,-0.9835,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.145,0.1549,-0.28,-0.9714,-0.4354,-0.392,1.8603,0.0527,-0.0873,-0.0682,,
84.165,0.1549,-0.28,-0.9714,-0.1035,-0.4864,-0.7276,0.0527,-0.0873,-0.0682,,
84.166,0.1223,-0.2539,-0.9052,-0.1035,-0.4864,-0.7276,0.0527,-0.0873,-0.0682,,
84.167,0.1223,-0.2539,-0.9052,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.185,0.0356,-0.2252,-0.8075,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.204,-0.0267,-0.1957,-0.8374,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.224,-0.0052,-0.2112,-0.9275,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.241,-0.0052,-0.2112,-0.9275,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.244,0.1067,-0.2872,-0.9792,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.264,0.1913,-0.271,-1.1435,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.284,0.1537,-0.1999,-1.2207,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.304,0.1598,-0.2387,-0.9733,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.324,0.1649,-0.2851,-0.7756,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.332,0.1649,-0.2851,-0.7756,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.344,0.1482,-0.2813,-0.785,-0.1035,-0.4864,-0.7276,0.0231,0.0582,-0.1251,,
84.364,0.1482,-0.2813,-0.785,-0.4409,-0.4157,0.096,0.0231,0.0582,-0.1251,,
84.364,0.069,-0.2451,-0.9197,-0.4409,-0.4157,0.096,0.0231,0.0582,-0.1251,,
84.365,0.069,-0.2451,-0.9197,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.383,0.0027,-0.2186,-1.1012,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.404,0.0282,-0.2623,-1.115,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.423,0.1405,-0.3377,-1.0845,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.443,0.2101,-0.3296,-1.1159,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.444,0.2101,-0.3296,-1.1159,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.463,0.1604,-0.2579,-1.1409,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.483,0.1269,-0.2463,-1.0183,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.503,0.1184,-0.2711,-0.8919,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.525,0.0792,-0.2801,-0.8909,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.534,0.0792,-0.2801,-0.8909,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.543,0,-0.2496,-1.0108,-0.4409,-0.4157,0.096,0.029,0.1074,-0.0305,,
84.563,0,-0.2496,-1.0108,-0.1434,-0.5241,0.1749,0.029,0.1074,-0.0305,,
84.563,-0.0441,-0.2167,-1.0994,-0.1434,-0.5241,0.1749,0.029,0.1074,-0.0305,,
84.564,-0.0441,-0.2167,-1.0994,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.582,0.0213,-0.2694,-1.0601,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.602,0.1279,-0.3471,-0.9841,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.622,0.2639,-0.3918,-1.0482,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.642,0.2368,-0.3028,-1.1651,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.644,0.2368,-0.3028,-1.1651,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.662,0.1193,-0.2577,-0.9536,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.682,0.0462,-0.2772,-0.7077,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.701,0.008,-0.2649,-0.7179,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.721,0.0193,-0.2695,-0.8117,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.736,0.0193,-0.2695,-0.8117,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.741,0.0515,-0.284,-0.9455,-0.1434,-0.5241,0.1749,0.0288,-0.0827,-0.0842,,
84.761,0.0515,-0.284,-0.9455,-0.1664,-0.6935,-0.1779,0.0288,-0.0827,-0.0842,,
84.762,0.0628,-0.2381,-1.1887,-0.1664,-0.6935,-0.1779,0.0288,-0.0827,-0.0842,,
84.762,0.0628,-0.2381,-1.1887,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.781,0.0648,-0.207,-1.3139,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.801,0.14,-0.2331,-1.2555,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.821,0.285,-0.3328,-1.04,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.841,0.2875,-0.2971,-1.0498,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.846,0.2875,-0.2971,-1.0498,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.86,0.1111,-0.222,-1.0279,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.881,-0.0558,-0.1917,-0.8546,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.9,-0.0709,-0.2155,-0.7364,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.92,0.0107,-0.285,-0.9446,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.936,0.0107,-0.285,-0.9446,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.94,-0.0052,-0.2515,-1.2909,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.96,0.0309,-0.2278,-1.3714,-0.1664,-0.6935,-0.1779,0.0548,-0.0364,-0.0676,,
84.961,0.0309,-0.2278,-1.3714,-0.1664,-0.6935,-0.1779,-0.1595,-0.1325,-0.0599,,
84.961,0.0309,-0.2278,-1.3714,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
84.98,0.1478,-0.2662,-1.1165,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
84.999,0.1649,-0.2125,-0.929,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.019,0.1934,-0.1989,-0.811,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.04,0.2352,-0.207,-0.8385,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.047,0.2352,-0.207,-0.8385,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.059,0.1896,-0.1589,-0.9771,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.079,0.0572,-0.11,-1.0249,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.099,-0.0634,-0.0948,-1.0228,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.119,-0.0846,-0.1629,-0.9688,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.139,0.0088,-0.2408,-0.9846,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.139,0.0088,-0.2408,-0.9846,0.1359,-0.8961,0.0881,-0.1595,-0.1325,-0.0599,,
85.159,0.0088,-0.2408,-0.9846,0.0065,-1.1933,-0.0728,-0.1595,-0.1325,-0.0599,,
85.16,0.119,-0.234,-1.1248,0.0065,-1.1933,-0.0728,-0.1595,-0.1325,-0.0599,,
85.16,0.119,-0.234,-1.1248,0.0065,-1.1933,-0.0728,-0.2925,0.0158,0.0262,,
85.179,0.134,-0.1641,-1.1583,0.0065,-1.1933,-0.0728,-0.2925,0.0158,0.0262,,
85.198,0.1083,-0.1214,-1.0738,0.0065,-1.1933,-0.0728,-0.2925,0.0158,0.0262,,
85.218,0.0992,-0.1488,-0.9107,0.0065,-1.1933,-0.0728,-0.2925,0.0158,0.0262,,
85.239,0.1134,-0.1679,-0.876,0.0065,-1.1933,-0.0728,-0.2925,0.0158,0.0262,,
85.257,0.1323,-0.1473,-0.9726,0.0065,-1.1933,-0.0728,-0.2925,0.0158,0.0262,,
